Netherlands,0.1,6,26,20,27,18,0
Poland,3.2,9,16,14,17,17,0
Belgium,0.02,6,13,12,14,21,0
Bulgaria,0,0,0,0,1,1,0
Hungary,0.1,5,5,8,9,9,0
Sweden,1.6,8,12,13,10,6,1.3
Czech Republic,2.5,5,5,6,6,7,0
Denmark,1.4,1,3,2,3,4,0
Portugal,0.02,5,6,6,6,6,0
Romania,0,1,2,3,4,4,0.4
Austria,1.6,5,6,8,6,8,0
Greece,0.06,3,3,3,3,3,0
Slovakia,1.5,4,4,4,4,4,0
Estonia,0.1,0,0,0,0,0,0
Ireland,0.02,2,1,1,1,1,0
Lithuania,0.2,3,2,3,3,3,0
Latvia,0.3,1,1,2,2,2,0
Norway,0.1,0,1,1,1,1,0
Russia,0,0,0,0,2,3,0
Croatia,0,0,0,1,1,1,0
Ukraine,0,0,0,0,0,0,0
Moldova,0,0,0,0,0,0,0
Macedonia,0,0,0,0,0,0,0
Albania,0,0,0,0,0,0,0
Montenegro,0,0,0,0,0,0,0
Bosnia and Herzegovina,0,0,0,0,0,0,0
Serbia,0,2,2,0,0,0,0
Iceland,0,0,0,0,0,0,0
Finland,0.2,7,7,6,7,7,0
United Kingdom,0.9,8,7,8,10,14,0
Slovenia,0.1,0,0,0,0,0,3.7
Canada,4.6,25,31,32,33,36,0
Mexico,0,0,0,0,0,0,106
United States,261,882,967,921,954,1019,0
Kiribati,0,0,0,0,0,0,0
Nauru,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0
Samoa,0,0,0,0,0,0,0
Australia,0.6,6,7,6,7,5,0
New Zealand,0,0,0,0,0,0,0
Papua New Guinea,0,0,0,0,0,0,0
Solomon Islands,0,0,0,0,0,0,0
Fiji,0,0,0,0,0,0,0
Hong Kong,0,0,0,1,0,0,0
Macau,0,0,0,0,0,0,0
Taiwan,0,0,1,1,0,0,0
Indonesia,0.2,7,29,35,40,60,0
Philippines,0.2,2,2,3,4,4,0
Malaysia,0,2,2,3,6,10,0
Thailand,1.6,13,22,25,35,39,0
Singapore,0.02,0,0,0,0,1,0
Vietnam,0,0,1,1,1,1,0
Laos,0,0,0,0,0,0,0
Burma (Myanmar),0,0,0,0,0,0,0
Timor-Leste (East Timor),0,0,0,0,0,0,0
Brunei,0,0,0,0,0,0,0
Cambodia,0,0,0,0,0,0,0
Venezuela,0,0,0,0,0,184,276
Brazil,467,404,423,494,490,0.1,0.2
Argentina,21,32,53,47,61,0,0
Chile,0,0,0,0,0,0,0.5
Colombia,7,15,13,16,17,0,0.3
Peru,1,3,4,5,4,0,0
Ecuador,0,0,0,0,0,0.04,0.6
Paraguay,3,3,3,3,4,0,0.03
Uruguay,0,1,1,1,1,0,0
Falkland Islands (Islas Malvinas),0,0,0,0,0,0,0
Bolivia,0,0,0,0,0,0,0
Guyana,0,0,0,0,0,0,0
Suriname,0,0,0,0,0,0,0.02
Cyprus,0,0,0,0,0,0,0.5
Turkey,1,1,1,1,2,0,0
Bahrain,0,0,0,0,0,0,0
Yemen,0,0,0,0,0,0,0
Kuwait,0,0,0,0,0,0,0
Oman,0,0,0,0,0,0,0
Qatar,0,0,0,0,0,0,0
Iraq,0,0,0,0,0,0,0
Iran,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,0
Syria,0,0,0,0,0,0,0
Jordan,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0
Palestinian Territories,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0
